x	y	z	Name	Colour (red)	Colour (green)	Colour (blue)
507847.4106	5899546.7586	0.0000	PolygonP7	255	0	0
507849.5111	5899548.8591	0.0000	PolygonP7	255	0	0
507851.8451	5899549.5010	0.0000	PolygonP7	255	0	0
507851.9618	5899549.5010	0.0000	PolygonP7	255	0	0
507852.0201	5899549.5010	0.0000	PolygonP7	255	0	0
507855.0543	5899553.2936	0.0000	PolygonP7	255	0	0
507857.8550	5899556.2694	0.0000	PolygonP7	255	0	0
507860.4807	5899557.2030	0.0000	PolygonP7	255	0	0
507862.1827	5899556.4193	0.0000	PolygonP7	255	0	0
507873.1424	5899547.5171	0.0000	PolygonP7	255	0	0
